,Inter/Intra_CC,Intra_CC/n_res,Inter_CC/n_res,f_I/n_of_res,f_II/n_of_res,f_III/n_of_res,f_IV/n_of_res,f_V/n_of_res,Dist/n_res,Angle,Seq_Len,Chain_Dist/Seq_Len,Chain_Angle,Chain_ASA,Lip_Flag
0,12.0,0.0,0.9230769230769231,0.4577692307692308,0.3271538461538462,-1.429153846153846,0.27161538461538465,-0.1702307692307692,1.7837743025559645,111.00665283203125,22,1.0443477630615234,76.91427612304688,0.28394382948534863,0
1,28.0,0.0,2.5454545454545454,0.3988181818181817,-0.2913636363636363,0.3362727272727273,0.04409090909090912,0.7685454545454544,1.6716076244007458,125.88860321044922,22,1.0443477630615234,76.91427612304688,0.28394382948534863,1
2,24.0,0.0,2.4,0.44189999999999985,-0.35309999999999997,0.14860000000000007,-0.04229999999999999,0.7141,1.5764989852905273,111.90934753417969,22,1.0443477630615234,76.91427612304688,0.28394382948534863,0
3,28.0,0.0,2.1538461538461537,0.3915384615384614,-0.15269230769230765,-0.3127692307692308,0.05015384615384617,0.3041538461538461,1.663156509399414,163.15396118164062,22,1.0443477630615234,76.91427612304688,0.28394382948534863,1
4,17.0,0.0,1.0625,0.6218125,0.16962500000000003,-1.1991249999999996,0.09393750000000001,0.06281250000000002,1.6008247137069702,88.2493896484375,22,1.0443477630615234,76.91427612304688,0.28394382948534863,0
5,28.0,0.0,1.4,0.46440000000000003,-0.10104999999999997,-0.45375000000000015,0.06639999999999999,0.36624999999999996,1.1376461029052733,79.72896575927734,22,1.0443477630615234,76.91427612304688,0.28394382948534863,1
6,28.0,0.0,1.8666666666666667,0.4357999999999999,-0.05960000000000002,-0.1468666666666665,0.09466666666666666,0.5110666666666666,1.3313105265299479,101.06680297851562,22,1.0443477630615234,76.91427612304688,0.28394382948534863,1
7,28.0,0.0,1.6470588235294117,0.47882352941176465,-0.0032941176470587643,-0.378235294117647,0.10664705882352943,0.39217647058823524,1.079487968893612,75.83915710449219,22,1.0443477630615234,76.91427612304688,0.28394382948534863,1
8,19.0,0.0,1.1176470588235294,0.5252941176470588,0.10158823529411766,-1.217117647058823,0.16288235294117648,0.005470588235294136,1.33322670880486,74.57530975341797,22,1.0443477630615234,76.91427612304688,0.28394382948534863,0
9,28.0,0.0,1.4,0.45459999999999995,-0.047399999999999984,-0.8023999999999993,0.054500000000000014,0.16825,1.220467758178711,75.19646453857422,22,1.0443477630615234,76.91427612304688,0.28394382948534863,1
10,0.10112359550561797,4.4,0.45,-0.21139999999999998,0.24749999999999991,-0.05634999999999999,0.10119999999999998,0.28670000000000007,0.5304808616638184,30.67902183532715,93,0.7250799363659274,132.6157684326172,0.20769481471006473,0
11,0.05128205128205128,2.923076923076923,0.15384615384615385,0.398,0.6400769230769231,-0.33576923076923076,-0.19030769230769232,0.14723076923076925,1.0544214248657227,63.44574737548828,93,0.7250799363659274,132.6157684326172,0.20769481471006473,0
12,0.22535211267605634,3.5,0.8,-0.13084999999999997,0.44075,0.03925000000000004,0.27625000000000005,0.26159999999999994,0.49391517639160154,17.366186141967773,93,0.7250799363659274,132.6157684326172,0.20769481471006473,0
13,0.4222222222222222,4.4,1.9,-0.10350000000000001,0.21639999999999998,0.5753,0.46699999999999997,0.8688,3.056656837463379,148.8232879638672,93,0.7250799363659274,132.6157684326172,0.20769481471006473,0
14,0.2647058823529412,3.35,0.9,-0.2806,0.36954999999999993,0.4781000000000001,0.30920000000000003,0.5143500000000001,0.48503999710083007,30.495269775390625,93,0.7250799363659274,132.6157684326172,0.20769481471006473,0
15,0.019230769230769232,5.15,0.1,0.3027,0.31825000000000003,0.3357499999999999,0.07965000000000003,0.20665,0.6743452072143554,77.81022644042969,93,0.7250799363659274,132.6157684326172,0.20769481471006473,0
16,0.10576923076923077,5.15,0.55,-0.04779999999999999,0.020599999999999986,0.26520000000000005,0.07299999999999998,0.14855000000000002,0.4955120086669922,31.19567108154297,93,0.7250799363659274,132.6157684326172,0.20769481471006473,0
17,0.36538461538461536,3.642857142857143,1.3571428571428572,-0.2595,0.2584999999999999,0.7007857142857141,0.6230714285714286,0.9632857142857143,1.6092583792550224,98.1109848022461,93,0.7250799363659274,132.6157684326172,0.20769481471006473,0
18,0.019801980198019802,5.0,0.1,0.009600000000000025,0.2061,0.051749999999999984,0.04204999999999999,0.01065,0.5698920726776123,19.697250366210938,93,0.7250799363659274,132.6157684326172,0.20769481471006473,0
19,0.01904761904761905,5.2,0.1,-0.02770000000000001,0.25725,0.06119999999999994,0.02564999999999996,-0.04515000000000002,0.4146994113922119,15.393604278564453,93,0.7250799363659274,132.6157684326172,0.20769481471006473,0
20,41.0,0.0,2.411764705882353,0.21482352941176466,0.040352941176470584,-0.8514117647058823,0.26064705882352934,-0.7407647058823528,2.9095342299517464,161.52740478515625,24,2.6956249872843423,150.30966186523438,0.2913300561678975,1
21,30.0,0.0,2.5,0.3949166666666666,0.04491666666666669,-0.7005833333333333,0.45816666666666667,-0.6545,2.852781295776367,163.8173065185547,24,2.6956249872843423,150.30966186523438,0.2913300561678975,1
22,44.0,0.0,2.2,0.26795,0.0034999999999999858,-0.5513,0.11234999999999999,-0.6340499999999998,2.868490791320801,151.62380981445312,24,2.6956249872843423,150.30966186523438,0.2913300561678975,1
23,14.0,0.0,1.2727272727272727,0.36336363636363633,-0.036545454545454575,-0.20336363636363639,-0.2721818181818182,-0.4916363636363636,2.9722144386985083,173.38763427734375,24,2.6956249872843423,150.30966186523438,0.2913300561678975,0
24,26.0,0.0,2.0,0.3699230769230769,-0.15000000000000002,-0.24684615384615374,-0.15423076923076923,-0.3593846153846154,3.009288787841797,159.92039489746094,24,2.6956249872843423,150.30966186523438,0.2913300561678975,1
25,22.0,0.0,1.8333333333333333,0.24816666666666665,-0.11575000000000002,-0.3118333333333334,-0.14400000000000002,-0.5266666666666667,2.9530509312947593,166.5283203125,24,2.6956249872843423,150.30966186523438,0.2913300561678975,0
26,42.0,0.0,2.210526315789474,0.3133684210526316,0.003210526315789459,-0.6156842105263158,0.23026315789473684,-0.657736842105263,2.933229346024363,161.5331268310547,24,2.6956249872843423,150.30966186523438,0.2913300561678975,1
27,36.0,0.0,2.4,0.2405333333333333,0.06493333333333333,-0.8472666666666666,0.33913333333333334,-0.6508666666666666,2.8515973409016926,159.0552215576172,24,2.6956249872843423,150.30966186523438,0.2913300561678975,1
28,27.0,0.0,1.5,0.5004444444444444,-0.010111111111111145,-0.624611111111111,-0.07427777777777779,-0.6189999999999999,2.725169923570421,145.74403381347656,24,2.6956249872843423,150.30966186523438,0.2913300561678975,1
29,26.0,0.0,1.7333333333333334,0.45526666666666665,-0.02866666666666669,-0.2869333333333334,-0.12406666666666669,-0.29440000000000005,2.7393007914225262,158.5386962890625,24,2.6956249872843423,150.30966186523438,0.2913300561678975,1
30,0.35294117647058826,1.8333333333333333,0.6666666666666666,0.17588888888888887,-0.09677777777777782,0.021833333333333427,0.4468333333333333,0.269111111111111,1.6007359822591145,137.22122192382812,88,0.12100684642791748,16.251827239990234,0.16567661163103312,0
31,0.27586206896551724,2.85,0.8,0.04840000000000001,-0.17980000000000004,0.08890000000000005,0.4920000000000001,0.004849999999999995,0.5235785484313965,47.295616149902344,88,0.12100684642791748,16.251827239990234,0.16567661163103312,0
32,0.0,3.1,0.0,-0.08859999999999998,-0.0954,-1.2342,0.7138000000000001,-0.5244500000000002,0.6810812950134277,33.276676177978516,88,0.12100684642791748,16.251827239990234,0.16567661163103312,0
33,0.15151515151515152,2.2857142857142856,0.35714285714285715,-0.12492857142857143,-0.12528571428571436,-0.10649999999999994,0.5247142857142858,0.1805714285714286,1.6543708528791154,122.9158706665039,88,0.12100684642791748,16.251827239990234,0.16567661163103312,0
34,0.037037037037037035,2.65,0.1,0.04844999999999999,-0.3177,0.1050999999999999,0.4080000000000001,0.06934999999999995,0.552048921585083,58.69435501098633,88,0.12100684642791748,16.251827239990234,0.16567661163103312,0
35,0.05454545454545454,2.7,0.15,0.07665000000000005,-0.4085,0.2594500000000001,0.30080000000000007,0.19779999999999998,0.4738516330718994,39.786773681640625,88,0.12100684642791748,16.251827239990234,0.16567661163103312,0
36,0.43243243243243246,1.8,0.8,0.08004999999999998,-0.03110000000000001,-0.24555,0.49775,0.046749999999999986,1.4442063331604005,134.1662139892578,88,0.12100684642791748,16.251827239990234,0.16567661163103312,0
37,0.075,3.95,0.3,-0.1316,0.08619999999999998,-0.6879000000000001,0.29195,-0.59325,0.5731093406677246,40.85881423950195,88,0.12100684642791748,16.251827239990234,0.16567661163103312,0
38,0.0,2.9,0.0,-0.11230000000000002,-0.14,-1.187,0.7333000000000001,-0.6487000000000002,0.7708119869232177,54.32180404663086,88,0.12100684642791748,16.251827239990234,0.16567661163103312,0
39,0.35714285714285715,2.05,0.75,0.1035,-0.40279999999999994,0.38575,-0.020799999999999996,0.10100000000000002,1.4126605987548828,110.92609405517578,88,0.12100684642791748,16.251827239990234,0.16567661163103312,0
