,IrIa_CC,Intra,Inter,L_CC,S_CC,f_I,f_II,f_III,f_IV,f_V,S_Dist,S_Ang,S_Ang/Dist,L_Seq_Len,L_Dist/Seq_Len,L_Ang,L_Ang*Dist,y
0,0.0,0.0,0.0,0.0,0.0,0.13840000000000002,0.1666,-2.433,0.171,-0.9271999999999998,2.0142961502075196,115.35614013671875,1.1452604674854858,22,1.0443477630615234,67.33737182617188,7.032363363710465,0
1,0.0,0.0,0.0,0.0,0.0,0.42050000000000004,0.045333333333333316,-1.9386666666666665,0.09633333333333334,-0.49799999999999994,2.201691468556722,128.49266052246094,0.9726077751252336,22,1.0443477630615234,67.33737182617188,7.032363363710465,0
2,0.0,0.0,0.0,0.0,0.0,0.622,-0.04128571428571431,-1.5855714285714286,0.043000000000000003,-0.19142857142857136,2.172569138663156,128.69149780273438,0.8461544706151815,22,1.0443477630615234,67.33737182617188,7.032363363710465,0
3,0.0,0.0,0.0,0.0,0.0,0.49625,0.17037499999999997,-1.221125,0.16825,0.09050000000000005,2.3670969009399414,138.88577270507812,0.7333795611320353,22,1.0443477630615234,67.33737182617188,7.032363363710465,0
4,0.0,0.0,0.0,0.0,0.0,0.5445555555555556,0.13155555555555554,-1.4193333333333333,0.09366666666666668,-0.1254444444444444,2.322392145792643,160.2328338623047,0.7665715065845667,22,1.0443477630615234,67.33737182617188,7.032363363710465,0
5,0.0,0.0,0.0,0.0,0.0,0.5445555555555557,0.13155555555555556,-1.4193333333333333,0.09366666666666666,-0.12544444444444441,2.485275056627062,166.0866241455078,0.7425031002846131,22,1.0443477630615234,67.33737182617188,7.032363363710465,0
6,4.0,0.0,0.4444444444444444,0.4444444444444444,0.0,0.5036666666666668,0.21411111111111109,-0.9875555555555553,0.3583333333333333,0.029111111111111112,1.9606764051649306,107.82872009277344,0.6110284158658604,22,1.0443477630615234,67.33737182617188,7.032363363710465,0
7,4.0,0.0,0.4444444444444444,0.4444444444444444,0.0,0.5915555555555556,0.47922222222222227,-1.3492222222222223,0.2921111111111111,-0.16366666666666663,1.466649267408583,83.75552368164062,0.6344710038699151,22,1.0443477630615234,67.33737182617188,7.032363363710465,0
8,12.0,0.0,1.3333333333333333,1.3333333333333333,0.0,0.5589999999999999,0.5354444444444445,-1.2415555555555553,0.37177777777777776,-0.024888888888888863,1.6154619852701824,92.80459594726562,0.6382640188187897,22,1.0443477630615234,67.33737182617188,7.032363363710465,0
9,15.0,0.0,1.6666666666666667,1.6666666666666667,0.0,0.6216666666666666,0.3336666666666666,-0.8985555555555556,0.13355555555555554,0.2605555555555556,1.4142076704237196,81.165771484375,0.637651084858859,22,1.0443477630615234,67.33737182617188,7.032363363710465,0
10,15.0,0.0,1.6666666666666667,1.6666666666666667,0.0,0.6216666666666666,0.3336666666666666,-0.8985555555555553,0.13355555555555554,0.26055555555555554,1.2780415217081706,78.48555755615234,0.6822829513720652,22,1.0443477630615234,67.33737182617188,7.032363363710465,1
11,17.0,0.0,1.8888888888888888,1.8888888888888888,0.0,0.6216666666666667,0.33366666666666667,-0.8985555555555556,0.13355555555555554,0.2605555555555556,1.4917995664808485,139.8993377685547,1.0419102897140173,22,1.0443477630615234,67.33737182617188,7.032363363710465,1
12,19.0,0.0,2.111111111111111,2.111111111111111,0.0,0.551111111111111,0.04044444444444449,-1.2135555555555557,0.15811111111111112,-0.0701111111111111,1.717378404405382,150.43890380859375,0.9732480813126628,22,1.0443477630615234,67.33737182617188,7.032363363710465,1
13,21.0,0.0,2.3333333333333335,2.3333333333333335,0.0,0.37399999999999994,-0.10899999999999997,-0.633111111111111,0.10233333333333336,0.2704444444444444,1.6113433837890625,144.99403381347656,0.9997457733049674,22,1.0443477630615234,67.33737182617188,7.032363363710465,1
14,22.0,0.0,2.4444444444444446,2.4444444444444446,0.0,0.28755555555555545,-0.32999999999999996,0.10588888888888887,-0.016222222222222187,0.6103333333333333,1.639065424601237,160.46583557128906,1.0877130618484898,22,1.0443477630615234,67.33737182617188,7.032363363710465,1
15,24.0,0.0,2.6666666666666665,2.6666666666666665,0.0,0.4945555555555554,-0.4285555555555555,-0.0807777777777777,-0.14788888888888888,0.6475555555555554,1.597277217441135,139.59085083007812,0.9709658108452904,22,1.0443477630615234,67.33737182617188,7.032363363710465,1
16,24.0,0.0,2.6666666666666665,2.6666666666666665,0.0,0.5163333333333332,-0.5477777777777778,0.6940000000000001,-0.12144444444444444,1.0875555555555556,1.5320525699191623,140.8316650390625,1.0212983753534668,22,1.0443477630615234,67.33737182617188,7.032363363710465,1
17,16.0,0.0,1.7777777777777777,1.7777777777777777,0.0,0.49622222222222223,-0.7031111111111112,0.6912222222222222,-0.15777777777777777,0.6726666666666666,1.4426878823174372,170.9163055419922,1.316240217956417,22,1.0443477630615234,67.33737182617188,7.032363363710465,1
18,13.0,0.0,1.625,1.625,0.0,0.51625,-0.7388750000000001,0.9867500000000001,0.006750000000000008,0.7665,1.312835693359375,137.53488159179688,1.3093964111741285,22,1.0443477630615234,67.33737182617188,7.032363363710465,1
19,13.0,0.0,1.8571428571428572,1.8571428571428572,0.0,0.3284285714285714,-0.7642857142857142,1.0515714285714286,0.0472857142857143,0.6405714285714286,1.5513158525739397,151.8184356689453,1.3979326563364012,22,1.0443477630615234,67.33737182617188,7.032363363710465,1
20,11.0,0.0,1.8333333333333333,1.8333333333333333,0.0,0.07800000000000003,-0.7981666666666666,1.1380000000000001,0.10133333333333334,0.47266666666666673,1.5885284741719563,127.64665222167969,1.3391141881202264,22,1.0443477630615234,67.33737182617188,7.032363363710465,1
21,9.0,0.0,1.8,1.8,0.0,0.2974,-0.7604,1.6666,-0.13159999999999997,0.7496,1.3108389854431153,78.67999267578125,1.2002693062432215,22,1.0443477630615234,67.33737182617188,7.032363363710465,0
22,0.0,1.6,0.0,1.6,0.0,0.012999999999999989,1.0071999999999999,-1.0774,0.1678,-0.11639999999999999,2.0949716567993164,100.60560607910156,0.9603566920410852,31,0.5130387275449692,60.85337448120117,3.122013781065294,0
23,0.09090909090909091,1.6666666666666667,0.16666666666666666,1.8333333333333333,0.0,0.04416666666666666,0.9776666666666666,-0.3816666666666666,0.00016666666666666682,0.155,1.8122092882792156,84.33128356933594,0.7755131538722245,32,0.4626755118370056,54.54277801513672,2.523560773516556,0
24,0.058823529411764705,2.2857142857142856,0.14285714285714285,2.4285714285714284,0.0,0.18785714285714286,0.881142857142857,-0.8494285714285714,-0.03685714285714286,-0.33028571428571424,2.0543335505894254,103.50292205810547,0.7197031646086086,33,0.3338041305541992,24.922712326049805,0.8319304319049479,0
25,0.11764705882352941,2.0,0.25,2.25,0.0,0.2825,0.8744999999999999,-0.580875,-0.053375000000000006,-0.17237499999999997,1.9915831089019775,93.39042663574219,0.586120188861585,34,0.2908153814427993,27.287376403808594,0.7935588777446837,0
26,0.11764705882352941,1.7777777777777777,0.2222222222222222,2.0,0.0,0.20844444444444443,0.9608888888888889,-0.3685555555555556,0.06866666666666665,0.07611111111111114,1.8805480533175998,103.52183532714844,0.6116167333784288,35,0.357706914629255,35.66731262207031,1.2758444351157854,0
27,0.11764705882352941,1.7777777777777777,0.2222222222222222,2.0,0.0,0.43722222222222223,0.7431111111111111,0.21955555555555556,-0.03655555555555559,0.5533333333333333,1.5643432405259874,123.94441986083984,0.8802814982967645,36,0.4212626881069607,44.92543411254883,1.892540913862447,0
28,0.10526315789473684,2.0,0.2222222222222222,2.2222222222222223,0.0,0.2711111111111111,0.7591111111111111,-0.025555555555555554,-0.16955555555555557,0.36155555555555563,1.1661118401421442,52.64702224731445,0.5015909807215062,37,0.40078877113960887,35.605655670166016,1.4270346981665885,0
29,0.05405405405405406,4.0,0.2222222222222222,4.222222222222222,0.0,0.2723333333333333,0.6201111111111112,0.49944444444444436,-0.30944444444444447,0.6842222222222222,0.713233576880561,30.001379013061523,0.4673037611581335,38,0.4534848363775956,41.14608383178711,1.8659125094036808,0
30,0.05128205128205128,4.222222222222222,0.2222222222222222,4.444444444444445,0.0,0.41844444444444445,0.41666666666666674,0.017777777777777743,-0.48144444444444445,0.24900000000000005,0.7114542325337728,28.025495529174805,0.4376188322685013,39,0.5391419728597006,62.08481216430664,3.347252811488822,0
31,0.0625,3.4444444444444446,0.2222222222222222,3.6666666666666665,0.0,0.43,0.3042222222222223,0.3503333333333332,-0.3244444444444444,0.36800000000000005,1.0025750266181097,40.19990539550781,0.44546902435213087,40,0.5847592353820801,77.44537353515625,4.528689741229755,0
32,0.03225806451612903,3.3333333333333335,0.1111111111111111,3.4444444444444446,0.0,0.5127777777777779,0.304,0.1505555555555555,-0.2501111111111111,0.30366666666666664,1.2997977998521593,79.57659912109375,0.6801895326831886,41,0.6567574942984232,81.44595336914062,5.349024025546301,0
33,0.038461538461538464,2.7777777777777777,0.1111111111111111,2.888888888888889,0.0,0.4995555555555556,0.25055555555555553,0.22288888888888891,-0.27722222222222226,0.4579999999999999,1.582332928975423,114.14476776123047,0.8014660646563218,42,0.7141041528610956,103.8012466430664,7.412490129997257,0
34,0.0,2.888888888888889,0.0,2.888888888888889,0.0,0.498,0.1386666666666666,-0.25533333333333336,-0.31433333333333335,0.14844444444444446,1.4670189751519098,70.04308319091797,0.5304618092056262,43,0.7081234954124274,97.53152465820312,6.906436415387014,0
35,0.0,6.222222222222222,0.0,6.222222222222222,0.0,0.47455555555555556,-0.0438888888888889,-0.32844444444444443,-0.666888888888889,-0.10133333333333334,1.0504804187350802,45.40930938720703,0.4802512372757707,44,0.7721066041426226,106.89885711669922,8.253731355510205,0
36,0.0,6.333333333333333,0.0,6.333333333333333,0.0,0.421888888888889,-0.14300000000000002,-0.2235555555555555,-0.6235555555555554,-0.37744444444444447,1.3797654045952692,59.021240234375,0.47525380039098086,45,0.7914521959092882,98.28186798095703,7.77854002315952,0
37,0.01639344262295082,6.666666666666667,0.1111111111111111,6.777777777777778,0.0,0.5554444444444445,-0.1027777777777778,0.12922222222222224,-0.41088888888888886,-0.046888888888888904,1.3633385764227972,71.76722717285156,0.5848500627083645,46,0.8391669729481572,102.83045959472656,8.629192550497448,0
38,0.022727272727272728,4.777777777777778,0.1111111111111111,4.888888888888889,0.0,0.5296666666666667,-0.1587777777777778,0.031000000000000014,-0.21688888888888894,-0.06899999999999998,2.109906938340929,125.20309448242188,0.6593050209264346,47,0.870329349598986,118.01891326904297,10.271532402582531,0
39,0.13953488372093023,4.666666666666667,0.6666666666666666,5.333333333333333,0.0,0.4484444444444445,-0.04666666666666667,0.7090000000000001,-0.2541111111111112,0.3048888888888889,2.370683034261068,123.23750305175781,0.57757253709137,48,0.8683347702026367,122.6100845336914,10.646659957808877,0
40,0.14285714285714285,4.555555555555555,0.6666666666666666,5.222222222222222,0.0,0.4728888888888889,-0.09555555555555555,0.305,-0.15711111111111112,0.11288888888888889,2.613860660129123,121.50225830078125,0.5164650617440926,49,0.8955596612424267,155.5176544189453,13.927533790864745,0
41,0.14634146341463414,4.444444444444445,0.6666666666666666,5.111111111111111,0.0,0.32522222222222225,-0.0040000000000000036,0.30844444444444447,-0.022222222222222292,0.2385555555555555,2.4539943271213107,157.0226287841797,0.7109294687176919,50,0.9058275604248047,166.7686767578125,15.106366362280212,0
42,0.25,4.333333333333333,1.1111111111111112,5.444444444444445,0.0,0.3267777777777778,0.10788888888888888,0.7866666666666666,0.014888888888888832,0.5481111111111111,1.7764610714382596,117.36175537109375,0.7340087371243219,51,0.8929075353285846,161.449951171875,14.415987797979922,0
43,0.23809523809523808,4.555555555555555,1.1111111111111112,5.666666666666667,0.0,0.15766666666666665,-0.016888888888888905,1.039111111111111,0.2452222222222222,0.7377777777777779,1.118827395968967,51.486534118652344,0.5112636643556128,52,0.9271636376014123,155.35479736328125,14.403931904217014,0
44,0.6,2.111111111111111,1.3333333333333333,3.4444444444444446,0.0,0.11055555555555559,-0.12755555555555556,0.7972222222222222,0.6223333333333333,0.6568888888888889,0.6598569022284614,24.829748153686523,0.4180294878239282,53,0.8948114503104732,144.8142852783203,12.958148063556841,0
45,0.5,2.5555555555555554,1.3333333333333333,3.888888888888889,0.0,-0.18877777777777777,0.0028888888888888666,0.5726666666666667,0.7477777777777779,0.6096666666666667,0.6451129383511014,25.254148483276367,0.4348902525379523,54,0.945885834870515,146.7238311767578,13.878399354802808,0
